,null_deg,60_deg,90_deg,180_deg,240_deg,labels
46,0.3421085468072066,0.11338439787711745,0.2452171144729304,0.07472700280302284,0.13819087712599615,R
47,0.5273122495507035,0.22416620372933033,0.5224299903492875,0.3595838371177912,0.23855793666095582,R
48,0.027684895006601595,0.3025577323579521,0.36583819385141675,0.34518927408238903,0.2401480423650108,R
49,0.07109269192381888,0.2377416213119649,0.3660617006033,0.4239689698291269,0.364277304729352,R
50,0.26591942675875807,0.1351417545763852,0.42828616494833466,0.06758993540262416,0.1586554580883464,R
51,0.9837279145235935,0.6802536838504634,0.4598081535542455,0.6957192345583394,0.9475156113202365,M
52,0.46860176642832263,0.1078076187241092,0.4967557370216336,0.33776937486271175,0.561408249833838,R
53,0.6274835708516132,0.9474548666265132,0.4153709559446115,0.509176793129239,0.5524039000176868,M
54,0.5505877789538476,0.12821344097867562,0.23985620507392452,0.42219681356742206,0.5707631259372947,R
55,0.7628174189899151,0.42036626121194354,0.970793047420103,0.41453260964471866,0.535315278790857,M
56,0.7538376057653977,0.5525027835515619,0.9176767830050754,0.5914289829905779,0.8145871020841196,M
